host_response_rate,host_acceptance_rate,host_listings_count,latitude,longitude,city,zipcode,state,accommodates,room_type,bedrooms,bathrooms,beds,price,cleaning_fee,security_deposit,minimum_nights,maximum_nights,number_of_reviews
100%,,2.0,48.84023,2.34573,Paris,75005,Ile-de-France,4,Entire home/apt,1.0,1.0,2.0,$150.00,$50.00,$400.00,3,365,15
100%,,2.0,48.87961,2.29445,Paris,75017,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$60.00,$0.00,$500.00,5,30,53
100%,,1.0,48.87249,2.39491,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$45.00,$0.00,$100.00,3,100,4
100%,,1.0,48.84953,2.29022,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$95.00,$30.00,$800.00,2,730,41
40%,,1.0,48.89269,2.36512,Paris,75018,Ile-de-France,7,Entire home/apt,3.0,1.0,3.0,$130.00,$50.00,$450.00,3,730,113
92%,,2.0,48.89509,2.32202,Paris,75017,Ile-de-France,3,Entire home/apt,1.0,1.0,2.0,$49.00,$40.00,$200.00,6,365,283
100%,,1.0,48.8611,2.38275,Paris,75011,Ile-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,,$500.00,3,90,5
100%,,1.0,48.83063,2.35377,Paris,75013,Ile-de-France,2,Entire home/apt,1.0,1.0,1.0,$69.00,$40.00,$0.00,3,30,299
100%,,1.0,48.86806,2.34744,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$109.00,$50.00,$350.00,1,1125,49
100%,,1.0,48.86541,2.36491,Paris,75011,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$110.00,$30.00,$300.00,5,120,182
100%,,1.0,48.85344,2.38713,Paris,75011,Ile-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$35.00,$250.00,6,21,63
90%,,2.0,48.88369,2.3656599999999997,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$150.00,$30.00,$150.00,3,40,15
100%,,1.0,48.8551,2.36271,Paris,75004,,3,Entire home/apt,1.0,1.0,1.0,$88.00,$35.00,,1,1125,153
100%,,1.0,48.84813,2.32856,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$135.00,$50.00,$250.00,6,60,44
100%,,1.0,48.88066,2.3442,Paris,75009,Ile-de-France,6,Entire home/apt,2.0,1.0,3.0,$175.00,$50.00,$700.00,1,60,136
92%,,2.0,48.84281,2.30288,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$52.00,$40.00,$200.00,6,478,259
,,1.0,48.8634,2.35826,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,,$500.00,3,365,35
100%,,47.0,48.84218,2.3500799999999997,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$100.00,$200.00,90,365,8
,,1.0,48.85228,2.3113200000000003,Paris,75007,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$140.00,$50.00,,120,730,10
78%,,5.0,48.85626,2.38844,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$110.00,$30.00,$100.00,3,365,177
100%,,1.0,48.85566,2.39708,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$40.00,$30.00,$150.00,7,730,6
,,1.0,48.86384,2.34932,Paris,75002,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$110.00,$50.00,$300.00,240,1124,292
100%,,1.0,48.89232,2.37926,Paris,75019,Île-de-France,6,Entire home/apt,3.0,2.0,6.0,$150.00,,,7,1125,17
,,1.0,48.86602,2.35117,Paris,75002,Île-de-France,1,Private room,1.0,1.5,1.0,$50.00,$40.00,$500.00,1,730,0
100%,,2.0,48.87488,2.37725,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$67.00,$0.00,$199.00,2,25,153
100%,,1.0,48.856320000000004,2.40521,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$40.00,$40.00,$400.00,2,14,1
100%,,2.0,48.82521,2.35752,Paris,75013,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$50.00,$30.00,$150.00,1,730,90
100%,,1.0,48.8936,2.34587,Paris,75018,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$133.00,,$300.00,4,27,47
50%,,1.0,48.86542,2.3523099999999997,Paris,75003,Île-de-France,4,Entire home/apt,2.0,2.0,5.0,$190.00,$60.00,$400.00,2,20,21
,,2.0,48.8824,2.3368599999999997,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$100.00,$30.00,$300.00,5,730,22
50%,,1.0,48.87061,2.3677799999999998,Paris,75010,Île-de-France,5,Entire home/apt,3.0,2.0,3.0,$120.00,$100.00,$300.00,4,21,2
,,1.0,48.87173,2.36553,Paris,75010,Île-de-France,2,Entire home/apt,0.0,1.5,1.0,$65.00,$29.00,$200.00,4,365,110
100%,,2.0,48.82877,2.34918,Paris,75013,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$75.00,$30.00,$200.00,2,7,141
100%,,3.0,48.85855,2.28978,Paris,75015,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$140.00,,$350.00,90,1125,40
100%,,1.0,48.86636,2.36184,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$219.00,$40.00,"$1,000.00",3,65,30
,,1.0,48.882220000000004,2.34465,Paris,75009,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$95.00,$40.00,$250.00,6,25,9
100%,,1.0,48.87488,2.3650900000000004,Paris,75010,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$120.00,$60.00,$500.00,4,20,94
100%,,1.0,48.87065,2.37263,Paris,75010,Île-de-France,4,Entire home/apt,3.0,2.5,3.0,$180.00,,$300.00,2,730,2
76%,,5.0,48.87439000000001,2.38476,Paris,75019,Île-de-France,6,Private room,1.0,1.0,2.0,$40.00,$20.00,,1,365,17
100%,,1.0,48.86421,2.34815,Paris,75002,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$100.00,$40.00,$200.00,1,30,49
80%,,2.0,48.8876,2.32288,Paris,75017,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$55.00,$35.00,,5,10,3
90%,,2.0,48.855090000000004,2.32809,Paris,75007,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$88.00,$20.00,$100.00,7,240,188
100%,,1.0,48.85289,2.34524,Paris,75005,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$128.00,,$300.00,7,31,69
100%,,2.0,48.88183,2.3651,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,3.0,$80.00,$50.00,$250.00,4,180,169
100%,,1.0,48.87562,2.38597,Paris,75019,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$25.00,$0.00,5,20,35
76%,,5.0,48.87442,2.3834,Paris,75019,Île-de-France,6,Private room,1.0,1.0,1.0,$40.00,$20.00,,1,365,18
76%,,5.0,48.8746,2.3848700000000003,Paris,75019,Île-de-France,6,Private room,1.0,1.0,1.0,$40.00,$20.00,,1,365,10
,,1.0,48.88575,2.35228,Paris,75018,Île-de-France,6,Entire home/apt,1.0,1.0,3.0,$70.00,,,10,120,6
100%,,1.0,48.88436,2.35258,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$30.00,"$1,000.00",7,180,1
,,1.0,48.86311,2.38591,Paris,75011,Île-de-France,2,Private room,1.0,1.0,1.0,$89.00,,,2,730,1
90%,,1.0,48.87252,2.38956,Paris,75020,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$50.00,,$200.00,5,30,4
65%,,93.0,48.85522,2.36382,Paris,75004,Île-de-France,6,Entire home/apt,2.0,1.0,4.0,$230.00,$90.00,$900.00,2,25,98
100%,,2.0,48.85866,2.40049,Paris,75020,Île-de-France,2,Private room,1.0,1.0,1.0,$39.00,,,5,30,66
,,1.0,48.87036,2.3761799999999997,Paris,75011,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$49.00,$30.00,$150.00,80,365,29
100%,,9.0,48.86619,2.34482,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$80.00,1,2,3
100%,,1.0,48.87572,2.37005,Paris,75010,Île-de-France,1,Private room,1.0,1.0,1.0,$60.00,$5.00,$350.00,1,4,1
90%,,1.0,48.86437,2.36318,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$89.00,,$313.00,7,730,2
,,1.0,48.88735,2.34295,Paris,75018,Île-de-France,2,Private room,1.0,,1.0,$88.00,,$268.00,15,15,0
88%,,2.0,48.87373,2.32456,Paris,75008,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$59.00,$29.00,$300.00,1,35,588
76%,,5.0,48.87497000000001,2.38483,Paris,75019,Île-de-France,6,Private room,1.0,1.0,1.0,$40.00,$20.00,,1,730,18
100%,,1.0,48.87174,2.36353,Paris,75010,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$85.00,$45.00,$400.00,5,30,54
100%,,1.0,48.8614,2.3643,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$69.00,$25.00,$0.00,3,25,65
100%,,1.0,48.86623,2.36213,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,2.0,$89.00,$15.00,,2,365,72
80%,,1.0,48.87641,2.36748,Paris,75010,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$160.00,$40.00,$500.00,2,60,71
100%,,2.0,48.87893,2.3472,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$50.00,$500.00,7,60,4
,,1.0,48.879059999999996,2.3887,Paris,75019,Île-de-France,2,Entire home/apt,1.0,,1.0,$70.00,$40.00,,300,1125,2
100%,,1.0,48.88889,2.35566,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,$20.00,$300.00,3,8,72
100%,,1.0,48.84884,2.27446,Paris,75016,Île-de-France,1,Entire home/apt,1.0,0.5,1.0,$25.00,$40.00,$540.00,30,305,8
100%,,2.0,48.85835,2.36437,Paris,75003,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$120.00,$50.00,$200.00,5,1125,123
100%,,3.0,48.88094,2.29474,Paris,75017,Île-de-France,1,Private room,0.0,0.5,1.0,$59.00,$20.00,$250.00,10,365,36
50%,,1.0,48.88702,2.37735,Paris,75019,Île-de-France,2,Private room,1.0,1.0,1.0,$38.00,$40.00,,1,360,6
,,1.0,48.86756,2.40265,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$35.00,$30.00,$200.00,20,1125,12
100%,,1.0,48.8758,2.32622,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,$20.00,$300.00,3,30,251
100%,,1.0,48.82425,2.36236,Paris,75013,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$70.00,,$300.00,7,45,8
,,2.0,48.888009999999994,2.34548,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$85.00,$20.00,$400.00,4,365,14
,,1.0,48.88242,2.3224299999999998,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$55.00,$30.00,$300.00,4,45,11
90%,,1.0,48.88228,2.35047,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.5,0.0,$60.00,$35.00,$500.00,30,305,27
100%,,1.0,48.88495,2.3380900000000002,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$85.00,,$200.00,3,30,119
58%,,1.0,48.88517,2.36317,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,$20.00,$400.00,1,20,27
100%,,1.0,48.856629999999996,2.36039,Paris,75004,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$130.00,$40.00,$100.00,3,30,20
100%,,1.0,48.850629999999995,2.29867,Paris,75015,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$150.00,$0.00,$300.00,2,21,45
100%,,1.0,48.85021,2.34857,Paris,75005,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$150.00,$80.00,,5,21,155
100%,,1.0,48.896229999999996,2.34614,Paris,75018,,2,Entire home/apt,1.0,1.0,2.0,$56.00,$25.00,$150.00,5,150,2
100%,,1.0,48.86654,2.40583,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$69.00,$35.00,$300.00,1,40,48
100%,,3.0,48.85887,2.3904900000000002,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$40.00,$100.00,4,70,25
,,1.0,48.85409,2.37202,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,,$600.00,4,21,0
,,1.0,48.85966,2.36572,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$79.00,$25.00,$463.00,2,30,34
100%,,4.0,48.84322,2.31418,Paris,75015,Île-de-France,5,Entire home/apt,1.0,1.0,3.0,$88.00,$50.00,$0.00,4,365,134
,,1.0,48.867129999999996,2.34748,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$90.00,$40.00,$300.00,2,1125,142
80%,,1.0,48.84531,2.32137,Paris,75006,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$86.00,$50.00,$100.00,5,31,110
100%,,47.0,48.85778,2.35886,Paris,75004,Île-de-France,6,Entire home/apt,2.0,2.0,5.0,$220.00,$100.00,$200.00,90,365,20
90%,,1.0,48.867670000000004,2.35799,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$59.00,$35.00,,1,1125,126
100%,,1.0,48.85887,2.3704099999999997,Paris,75011,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$130.00,$45.00,"$1,000.00",3,14,128
100%,,3.0,48.87957,2.2951900000000003,Paris,75017,Île-de-France,1,Private room,1.0,1.0,1.0,$74.00,$20.00,$200.00,3,730,83
,,1.0,48.8746,2.31328,Paris,75008,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$300.00,$60.00,$500.00,3,7,1
100%,,2.0,48.8255,2.3741,Paris,75013,Île-de-France,2,Private room,1.0,1.0,1.0,$140.00,,,1,30,1
100%,,1.0,48.89305,2.33109,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$30.00,$50.00,"$1,200.00",3,1125,26
100%,,2.0,48.86678,2.39839,Paris,75020,Île-de-France,2,Entire home/apt,2.0,1.0,2.0,$85.00,$10.00,$250.00,5,1125,10
100%,,1.0,48.89318,2.35261,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$75.00,$60.00,$250.00,3,30,205
100%,,1.0,48.89309,2.37777,Paris,75019,Île-de-France,2,Private room,1.0,0.0,1.0,$65.00,$10.00,$0.00,4,365,170
,,1.0,48.86051,2.30585,Paris,75007,Île-de-France,2,Entire home/apt,1.0,1.5,1.0,$94.00,$25.00,$650.00,4,45,16
,,1.0,48.87449,2.36437,Paris,75010,Île-de-France,6,Entire home/apt,4.0,2.0,4.0,$190.00,$60.00,$700.00,3,30,12
100%,,2.0,48.87038,2.35406,Paris,75010,Île-de-France,2,Private room,1.0,1.0,1.0,$30.00,$20.00,$100.00,3,7,100
,,1.0,48.87377,2.3637900000000003,Paris,75010,Île-de-France,2,Private room,1.0,1.0,1.0,$50.00,$10.00,$100.00,1,730,31
,,1.0,48.86322,2.36255,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$150.00,,,1,730,0
100%,,1.0,48.849270000000004,2.35354,Paris,75005,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$76.00,,$150.00,3,90,366
,,1.0,48.82592,2.34464,Paris,75013,Île-de-France,6,Entire home/apt,2.0,1.5,5.0,$90.00,$50.00,$950.00,270,1825,4
100%,,1.0,48.89048,2.34864,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$55.00,$30.00,$100.00,3,30,135
,,1.0,48.82862,2.32976,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$40.00,,$200.00,2,15,22
100%,,2.0,48.85921,2.34917,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$105.00,$38.00,$300.00,2,90,322
100%,,2.0,48.86188,2.35846,Paris,75003,Île-de-France,2,Entire home/apt,0.0,1.0,0.0,$95.00,$30.00,$300.00,2,90,404
80%,,1.0,48.82699,2.37108,Paris,75013,Île-de-France,4,Entire home/apt,1.0,1.5,2.0,$45.00,$10.00,$200.00,2,365,38
80%,,2.0,48.88241,2.3413,Paris,75018,Île-de-France,4,Entire home/apt,2.0,2.5,2.0,$300.00,$36.00,"$1,500.00",2,14,20
100%,,47.0,48.86721,2.34344,Paris,75002,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$190.00,$90.00,$200.00,90,365,6
100%,,3.0,48.858740000000004,2.3062,Paris,75007,Île-de-France,3,Entire home/apt,2.0,1.0,2.0,$300.00,$75.00,$500.00,3,120,151
100%,,1.0,48.83663,2.39469,Paris,75012,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$55.00,,$200.00,3,30,1
100%,,2.0,48.86349000000001,2.29162,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$76.00,$117.00,$0.00,90,365,166
65%,,93.0,48.85129000000001,2.27589,Paris,75016,Île-de-France,4,Entire home/apt,2.0,1.0,3.0,$225.00,$80.00,$500.00,30,1125,2
,,1.0,48.867470000000004,2.3706400000000003,Paris,75011,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$160.00,$50.00,$500.00,4,31,80
100%,,2.0,48.89046,2.34247,Paris,75018,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$99.00,$20.00,,15,365,232
100%,,6.0,48.84499,2.29425,Paris,75015,Île-de-France,6,Entire home/apt,2.0,2.0,2.0,$172.00,$100.00,$300.00,3,365,111
100%,,2.0,48.84714,2.3874400000000002,Paris,75012,Île-de-France,2,Private room,1.0,1.0,1.0,$85.00,$25.00,"$1,000.00",1,60,88
,,1.0,48.895179999999996,2.34291,Paris,75018,Île-de-France,2,Entire home/apt,1.0,,1.0,$50.00,$15.00,$100.00,3,21,12
,,1.0,48.85469000000001,2.38294,Paris,75011,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$75.00,$40.00,$100.00,2,10,4
100%,,1.0,48.84973,2.34868,Paris,75005,Île-de-France,6,Entire home/apt,2.0,1.0,3.0,$160.00,$50.00,$700.00,2,29,200
100%,,2.0,48.88616,2.32223,Paris,75017,Île-de-France,4,Entire home/apt,3.0,1.0,3.0,$550.00,$60.00,$800.00,7,90,13
100%,,1.0,48.88462,2.3384400000000003,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$129.00,$55.00,$400.00,3,90,212
100%,,1.0,48.89103,2.33812,Paris,75018,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$75.00,,$500.00,7,150,19
100%,,1.0,48.8588,2.3488700000000002,Paris,75001,IDF,4,Entire home/apt,1.0,1.0,2.0,$110.00,$60.00,$400.00,3,365,65
,,1.0,48.85048,2.40161,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$95.00,,,30,60,0
98%,,20.0,48.856970000000004,2.3590400000000002,Paris,75004,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$189.00,$68.00,$450.00,2,30,107
100%,,1.0,48.875029999999995,2.35585,Paris,75010,Île-de-France,2,Private room,1.0,1.0,1.0,$60.00,$20.00,$300.00,4,60,226
,,1.0,48.82435,2.33219,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$50.00,,,6,365,0
100%,,2.0,48.86526,2.34421,Paris,75002,Île-de-France,2,Entire home/apt,1.0,1.5,1.0,$70.00,$55.00,$250.00,2,29,214
100%,,1.0,48.84635,2.34198,Paris,75005,Île-de-France,3,Entire home/apt,1.0,1.0,3.0,$97.00,$65.00,"$2,850.00",365,1125,44
100%,,1.0,48.8716,2.3620400000000004,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$60.00,,$250.00,10,365,35
,,1.0,48.864959999999996,2.37776,Paris,75011,Île-de-France,4,Entire home/apt,2.0,1.0,2.0,$150.00,$75.00,"$1,000.00",120,270,1
100%,,47.0,48.84934000000001,2.33879,Paris,75006,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$73.00,$90.00,$200.00,90,365,6
,,1.0,48.88126,2.3237900000000002,Paris,75008,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$130.00,$60.00,$800.00,7,30,5
90%,,2.0,48.86464,2.38298,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$70.00,,$200.00,4,60,78
100%,,2.0,48.88483,2.34387,Paris,75018,Île-de-France,2,Private room,1.0,1.0,1.0,$65.00,$15.00,$0.00,3,365,246
100%,,1.0,48.88366,2.34471,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$20.00,$300.00,3,40,16
100%,,1.0,48.88393,2.36726,Paris,75010,Île-de-France,2,Entire home/apt,0.0,1.0,1.0,$85.00,$40.00,$95.00,2,6,239
90%,,2.0,48.86485,2.38347,Paris,75011,Île-de-France,4,Entire home/apt,1.0,,3.0,$90.00,$25.00,$0.00,4,60,31
67%,,1.0,48.88002,2.28633,Paris,75017,Île-de-France,3,Entire home/apt,1.0,1.0,1.0,$99.00,$36.00,$900.00,4,31,6
,,1.0,48.88225,2.3327299999999997,Paris,75009,IdF,2,Entire home/apt,1.0,1.0,1.0,$179.00,$55.00,$400.00,2,20,34
90%,,1.0,48.85261,2.3319799999999997,Paris,75006,Île-de-France,2,Entire home/apt,1.0,1.5,1.0,$230.00,,$800.00,6,30,60
,,1.0,48.86118,2.36579,Paris,75003,Île-de-France,2,Private room,1.0,1.0,1.0,$70.00,,,3,70,21
,,1.0,48.8471,2.27667,Paris,75016,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$89.00,$60.00,$400.00,15,365,18
,,1.0,48.8899,2.3458900000000003,Paris,75018,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$45.00,$25.00,$500.00,2,4,5
100%,,2.0,48.88284,2.33843,Paris,75018,Île-de-France,8,Entire home/apt,3.0,1.0,3.0,$170.00,$50.00,$200.00,2,30,97
90%,,1.0,48.88221,2.3448700000000002,Paris,75009,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$79.00,$35.00,$400.00,1,60,71
90%,,1.0,48.86499,2.35406,Paris,75003,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$295.00,,"$1,000.00",4,365,25
100%,,1.0,48.86074,2.35777,Paris,75003,Île-de-France,2,Entire home/apt,1.0,1.0,0.0,$150.00,$30.00,$200.00,2,365,85
90%,,3.0,48.8834,2.29878,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$65.00,,$200.00,6,365,119
,,1.0,48.87151,2.38956,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$100.00,$20.00,$300.00,5,31,95
100%,,1.0,48.83059,2.32499,Paris,75014,Île-de-France,2,Private room,1.0,1.0,1.0,$95.00,,,1,365,120
100%,,2.0,48.86282,2.36638,Paris,75003,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$152.00,,$179.00,6,365,172
,,1.0,48.89148,2.38165,Paris,75019,Île-de-France,1,Private room,1.0,1.0,1.0,$35.00,,$200.00,4,1125,16
100%,,3.0,48.84725,2.34744,Paris,75005,Île-de-France,4,Entire home/apt,1.0,1.0,4.0,$85.00,$59.00,$150.00,3,365,160
,,64.0,48.86088,2.3489,Paris,75001,Île-de-France,4,Entire home/apt,1.0,1.0,2.0,$130.00,$30.00,$400.00,1,10,38
,,1.0,48.885259999999995,2.31987,Paris,75017,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$96.00,$40.00,"$1,000.00",6,90,1
100%,,1.0,48.87447,2.28254,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.5,0.0,$225.00,$60.00,$500.00,5,90,22
100%,,1.0,48.88785,2.35215,Paris,75018,Île-de-France,5,Entire home/apt,1.0,1.0,3.0,$95.00,$50.00,$250.00,3,31,46
96%,,4.0,48.86913,2.35184,Paris,75002,Île-de-France,2,Private room,1.0,1.0,1.0,$55.00,,,1,365,564
100%,,4.0,48.88361,2.34992,Paris,75018,Île-de-France,4,Entire home/apt,2.0,2.0,2.0,$125.00,,$500.00,3,1125,35
96%,,4.0,48.86923,2.35238,Paris,75002,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$98.00,$15.00,$0.00,2,760,8
,,2.0,48.87252,2.32433,Paris,75009,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$125.00,,$758.00,4,500,57
100%,,2.0,48.87148,2.3702799999999997,Paris,75010,Île-de-France,6,Entire home/apt,3.0,1.0,4.0,$115.00,$50.00,$500.00,7,30,6
90%,,1.0,48.87338,2.35094,Paris,75010,Île-de-France,4,Entire home/apt,1.0,1.0,1.0,$98.00,$60.00,$400.00,4,60,110
,,1.0,48.84837,2.4029599999999998,Paris,75020,Île-de-France,3,Entire home/apt,1.0,1.0,2.0,$73.00,$40.00,$100.00,5,365,13
,,2.0,48.86457,2.30115,Paris,75116,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$143.00,,$730.00,4,572,37
0%,,1.0,48.82709000000001,2.3146400000000003,Paris,75014,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$110.00,$35.00,$350.00,2,90,2
,,1.0,48.86758,2.37069,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$120.00,$60.00,$900.00,4,1125,30
,,1.0,48.84899,2.37928,Paris,75012,Île-de-France,2,Entire home/apt,1.0,,1.0,$200.00,$50.00,$500.00,7,150,5
100%,,1.0,48.87323,2.4045,Paris,75020,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$59.00,$30.00,$700.00,4,30,58
100%,,2.0,48.86857,2.36975,Paris,75010,Île-de-France,5,Entire home/apt,2.0,1.0,3.0,$80.00,$40.00,$150.00,4,30,47
89%,,1.0,48.87457,2.36063,Paris,75010,Île-de-France,2,Entire home/apt,1.0,1.0,1.0,$80.00,$40.00,$200.00,3,31,24
,,1.0,48.86,2.37921,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.5,1.0,$45.00,,$600.00,7,24,0
60%,,2.0,48.85969,2.3648700000000002,Paris,75003,Île-de-France,5,Entire home/apt,3.0,2.0,3.0,$170.00,,$400.00,2,365,23
100%,,1.0,48.85412,2.3744400000000003,Paris,75011,Île-de-France,4,Entire home/apt,2.0,2.0,4.0,$200.00,$70.00,$0.00,7,40,30
,,1.0,48.88229000000001,2.38025,Paris,75019,Île-de-France,4,Entire home/apt,1.0,1.0,3.0,$98.00,$39.00,$95.00,2,13,26
100%,,1.0,48.86673,2.33517,Paris,75002,Île-de-France,1,Private room,1.0,2.0,0.0,$55.00,$15.00,,1,760,375
100%,,1.0,48.88593,2.3338200000000002,Paris,75018,Île-de-France,1,Entire home/apt,1.0,1.0,1.0,$59.00,$39.00,$600.00,3,120,147
94%,,5.0,48.87421,2.3484599999999998,Paris,75009,Île-de-France,2,Private room,1.0,1.0,1.0,$105.00,$20.00,$100.00,2,365,23
,,1.0,48.87968,2.37878,Paris,75019,Île-de-France,5,Entire home/apt,1.0,1.0,4.0,$95.00,$70.00,$300.00,1,60,176
100%,,1.0,48.85812,2.34965,Paris,75004,Île-de-France,4,Entire home/apt,1.0,,1.0,$105.00,$90.00,$500.00,5,365,31
,,1.0,48.864470000000004,2.37561,Paris,75011,Île-de-France,2,Entire home/apt,1.0,1.0,2.0,$90.00,$0.00,$500.00,14,365,9
